"zip","name","empflag","emp","qp1","ap","est"
"37416","Chattanooga, TN",,4189,19350,88672,315
"37419","Chattanooga, TN",,1487,6367,26544,101
"37421","Chattanooga, TN",,24642,110169,460739,1479
"37422","Chattanooga, TN",,2069,7705,32765,138
"37424","Chattanooga, TN",,299,1104,5381,54
"37450","Chattanooga, TN",,967,8157,29877,63
"37600","Johnson City, TN",,52,206,764,3
"37601","Johnson City, TN",,24415,113830,477019,1081
"37602","Johnson City, TN",,1128,6191,29510,118
"37603","Johnson City, TN",,380,1986,10063,43
"37604","Johnson City, TN",,10401,47373,207238,697
"37605","Johnson City, TN",,1256,6398,28118,109
"37614","Johnson City, TN","C",0,0,0,4
"37615","Johnson City, TN",,4745,15937,69813,219
"37616","Afton, TN","F",0,0,0,26
"37617","Blountville, TN",,3089,12125,57577,280
"37618","Bluff City, TN",,644,2269,10643,132
"37620","Bristol, TN",,14957,81826,333939,869
"37621","Bristol, TN",,1219,6368,26920,106
"37625","Bristol, TN",,365,1555,6937,47
"37640","Butler, TN",,119,322,1298,26
"37641","Chuckey, TN",,351,1096,4999,50
"37642","Church Hill, TN",,3195,19576,80187,101
"37643","Elizabethton, TN",,7694,32342,139035,536
"37644","Elizabethton, TN",,1029,4132,16191,88
"37645","Mount Carmel, TN",,237,650,2860,41
"37650","Erwin, TN",,3432,16858,71794,219
"37656","Fall Branch, TN",,114,394,1463,30
"37657","Flag Pond, TN",,28,81,384,6
"37658","Hampton, TN",,246,795,3180,34
"37659","Jonesborough, TN",,1598,7360,29201,251
"37660","Kingsport, TN",,17333,102064,423982,1143
"37662","Kingsport, TN",,17295,174211,768566,148
"37663","Kingsport, TN",,3234,14986,59558,259
"37664","Kingsport, TN",,7137,31217,132736,499
"37665","Kingsport, TN",,270,671,2894,45
"37680","Laurel Bloomery, TN","B",0,0,0,3
"37681","Limestone, TN",,361,1690,6760,44
"37682","Milligan College, TN","F",0,0,0,7
"37683","Mountain City, TN",,3114,12529,45963,191
"37684","Mountain Home, TN","G",0,0,0,2
"37686","Piney Flats, TN",,1948,10067,39054,101
"37687","Roan Mountain, TN",,228,692,3033,55
"37688","Shady Valley, TN",,20,45,189,7
"37690","Telford, TN",,38,80,378,16
"37691","Trade, TN",,13,11,124,7
"37692","Unicoi, TN",,137,469,2203,39
"37694","Watauga, TN",,35,77,365,15
"37699","Piney Flats, TN","G",0,0,0,1
"37700","Knoxville, TN","B",0,0,0,4
"37701","Alcoa, TN",,8207,59294,224666,352
"37705","Andersonville, TN",,273,963,4005,38
"37707","Arthur, TN","B",0,0,0,3
"37708","Bean Station, TN",,1330,5154,22754,73
"37709","Blaine, TN",,195,752,3212,43
"37710","Briceville, TN",,79,454,2052,9
"37711","Bulls Gap, TN",,291,853,3681,39
"37713","Bybee, TN",,16,31,154,6
"37714","Caryville, TN",,992,4728,20824,57
"37715","Clairfield, TN",,87,713,2450,11
"37716","Clinton, TN",,5564,29225,123657,330
"37717","Clinton, TN",,318,1354,6924,41
"37719","Coalfield, TN",,71,312,1508,10
"37721","Corryton, TN",,487,1807,8077,89
"37722","Cosby, TN",,218,766,2869,42
"37723","Crab Orchard, TN",,129,749,3794,14
"37724","Cumberland Gap, TN",,179,890,3126,37
"37725","Dandridge, TN",,2204,8939,36279,159
"37726","Deer Lodge, TN",,52,241,969,9
"37727","Del Rio, TN",,75,218,880,13
"37729","Duff, TN",,11,19,83,6
"37730","Eagan, TN","A",0,0,0,1
"37731","Eidson, TN","A",0,0,0,2
"37732","Elgin, TN",,43,80,195,4
"37733","Rugby, TN","B",0,0,0,1
"37737","Friendsville, TN",,146,495,2316,35
"37738","Gatlinburg, TN",,5272,16882,87842,595
"37742","Greenback, TN",,187,953,4057,36
"37743","Greeneville, TN",,11890,56354,232143,544
"37744","Greeneville, TN",,3851,21034,90416,131
"37745","Greeneville, TN",,3151,13492,55921,304
"37748","Harriman, TN",,4170,16147,69021,311
"37752","Harrogate, TN",,1036,3698,14499,65
"37753","Hartford, TN",,11,39,202,7
"37754","Heiskell, TN",,202,807,3700,38
"37755","Helenwood, TN",,247,731,3540,29
"37756","Huntsville, TN",,1790,5342,20418,38
"37757","Jacksboro, TN",,1470,4933,21386,105
"37760","Jefferson City, TN",,4883,18629,84148,224
"37762","Jellico, TN","F",0,0,0,83
"37763","Kingston, TN",,1659,6078,26091,207
"37764","Kodak, TN",,389,1238,6198,66
"37765","Kyles Ford, TN","A",0,0,0,3
"37766","La Follette, TN",,3702,14228,62357,361
"37769","Lake City, TN",,871,3267,16339,90
"37770","Lancing, TN",,69,181,720,13
"37771","Lenoir City, TN",,3932,16513,69355,330
"37772","Lenoir City, TN",,406,1602,7430,63
"37774","Loudon, TN",,4098,22968,102838,243
"37777","Louisville, TN",,2093,10415,47983,140
"37778","Lowland, TN","F",0,0,0,5
"37779","Luttrell, TN",,293,1280,5972,25
"37801","Maryville, TN",,10202,54244,219998,617
"37802","Maryville, TN",,1134,4439,19421,101
"37803","Maryville, TN",,854,3241,15244,149
"37804","Maryville, TN",,4241,19516,84446,416
"37806","Mascot, TN",,198,1188,6745,25
"37807","Maynardville, TN",,1840,7000,30233,138
"37809","Midway, TN",,237,1252,5573,15
"37810","Mohawk, TN",,83,237,1663,13
"37811","Mooresburg, TN",,205,736,3404,18
"37813","Morristown, TN",,4517,21803,91424,250
"37814","Morristown, TN",,16470,92041,385985,779
"37815","Morristown, TN",,4058,20039,83150,101
"37816","Morristown, TN",,1261,5168,22404,134
"37818","Mosheim, TN",,395,1885,8250,49
"37819","Newcomb, TN","C",0,0,0,6
"37820","New Market, TN",,425,1957,8602,61
"37821","Newport, TN",,6477,27456,115963,396
