"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01027","EASTHAMPTON, MA",,"G",4224,"G",31214,"G",134788,370,"EASTHAMPTON","MA","HAMPSHIRE"
"01028","EAST LONGMEADOW, MA",,"G",7468,"G",75536,"G",325865,495,"EAST LONGMEADOW","MA","HAMPDEN"
"01029","EAST OTIS, MA",,"G",141,"H",765,"H",4265,15,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA",,"G",899,"G",4901,"G",25728,179,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA","B","S",0,"H",317,"G",1520,21,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA",,"G",88,"G",729,"G",3514,23,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA",,"G",493,"G",3074,"G",15857,116,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA",,"G",73,"G",602,"G",3205,29,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA",,"G",4826,"G",32573,"G",139356,298,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA",,"G",578,"G",4062,"G",22576,119,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA","C","D",0,"D",0,"D",0,15,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA",,"H",1305,"H",13917,"H",59214,67,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA",,"H",235,"H",1682,"H",8443,38,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA",,"G",16946,"G",143785,"G",606912,914,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA",,"G",903,"G",6046,"G",24510,32,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA",,"G",154,"G",818,"G",3785,30,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA",,"H",1228,"H",13756,"H",57264,30,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA",,"G",78,"G",473,"G",3037,30,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA",,"G",3954,"G",30512,"G",157918,412,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA",,"G",845,"G",6661,"G",32373,146,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA",,"G",113,"H",879,"H",3817,13,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA",,"G",11294,"G",100173,"G",430436,752,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA",,"H",117,"G",964,"G",4682,24,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA",,"G",1677,"G",13766,"G",56514,191,"FLORENCE","MA","HAMPSHIRE"
"01063","NORTHAMPTON, MA","H","D",0,"D",0,"D",0,2,"NORTHAMPTON","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","B","D",0,"D",0,"D",0,9,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA",,"G",105,"G",926,"G",4467,30,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA",,"G",3479,"H",30038,"H",137290,272,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA",,"H",44,"H",189,"H",867,9,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA",,"G",106,"G",771,"G",4454,22,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA",,"G",69,"H",336,"G",1900,15,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA",,"H",893,"H",5597,"H",25798,119,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA",,"G",68,"G",310,"G",1666,11,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA",,"G",4551,"G",31917,"G",140047,296,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA",,"G",1853,"G",14207,"G",65402,223,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA",,"G",49,"G",255,"G",1379,10,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA",,"G",344,"G",2465,"G",11262,43,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA",,"G",63,"G",332,"G",1657,13,"WALES","MA","HAMPDEN"
"01082","WARE, MA",,"H",2506,"H",21466,"G",87774,186,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA",,"G",479,"G",9914,"G",42912,44,"WARREN","MA","WORCESTER"
"01084","WEST CHESTERFIELD, MA","A","D",0,"D",0,"D",0,2,"WEST CHESTERFIELD","MA","HAMPSHIRE"
"01085","WESTFIELD, MA",,"H",12676,"G",108969,"G",474815,832,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA","F","D",0,"D",0,"D",0,24,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA",,"H",137,"G",1311,"H",5681,20,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA",,"G",15403,"G",123707,"G",545194,965,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA",,"H",160,"G",1673,"G",8228,19,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA","B","D",0,"D",0,"D",0,22,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA",,"G",1037,"G",7680,"G",33731,33,"WHATELY","MA","FRANKLIN"
"01094","WHEELWRIGHT, MA",,"G",15,"G",125,"G",584,3,"WHEELWRIGHT","MA","WORCESTER"
"01095","WILBRAHAM, MA",,"H",3790,"H",30110,"H",130354,310,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA",,"G",245,"G",1259,"G",6294,41,"WILLIAMSBURG","MA","HAMPSHIRE"
"01098","WORTHINGTON, MA",,"G",123,"G",860,"G",3727,29,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA",,"G",1182,"G",8265,"G",35510,39,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA","H","S",0,"H",35803,"H",157675,18,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA",,"G",6943,"G",60973,"G",276304,541,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA",,"G",15083,"G",153569,"G",706221,543,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA",,"G",4849,"G",40037,"G",169925,258,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA",,"H",3132,"H",19567,"H",87778,249,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA",,"G",2010,"H",25054,"H",121385,144,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA",,"G",2557,"G",15002,"G",65215,260,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA",,"H",7478,"G",47197,"G",199949,316,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","H","D",0,"D",0,"D",0,9,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA",,"G",971,"G",34180,"G",109734,59,"SPRINGFIELD","MA","HAMPDEN"
"01116","LONGMEADOW, MA","A","D",0,"D",0,"D",0,2,"LONGMEADOW","MA","HAMPDEN"
"01118","SPRINGFIELD, MA",,"G",1718,"G",11159,"G",50086,144,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA",,"G",3358,"G",19472,"G",84966,138,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA",,"G",808,"G",3414,"G",13927,44,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA",,"G",2837,"G",14852,"G",61721,183,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA",,"G",21,"G",74,"H",615,6,"SPRINGFIELD","MA","HAMPDEN"
"01139","SPRINGFIELD, MA","C","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA",,"G",1011,"G",18536,"G",69392,41,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA",,"G",1450,"G",19623,"G",85853,132,"INDIAN ORCHARD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","I","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA",,"G",22482,"G",229594,"G",985075,1293,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA",,"G",424,"G",3983,"G",18966,36,"PITTSFIELD","MA","BERKSHIRE"
"01203","PITTSFIELD, MA","A","D",0,"D",0,"D",0,1,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA",,"G",1625,"G",12351,"G",55054,175,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA",,"G",43,"H",347,"G",1191,14,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA",,"G",270,"G",1651,"G",10541,47,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA",,"G",23,"H",189,"H",1041,4,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA",,"G",366,"H",2623,"H",12308,53,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA",,"G",1673,"G",15954,"G",69445,125,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA",,"G",47,"G",209,"G",1296,8,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA","A","D",0,"D",0,"D",0,4,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA",,"G",5028,"G",35405,"G",161491,434,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA",,"H",249,"H",1390,"H",6836,46,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA",,"G",370,"H",2586,"H",11156,38,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBORO, MA",,"G",2291,"G",9453,"G",38271,145,"LANESBORO","MA","BERKSHIRE"
"01238","LEE, MA",,"G",3215,"G",22321,"G",99384,299,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA",,"G",3106,"G",20556,"G",94199,235,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA",,"G",105,"G",726,"G",3181,19,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA",,"G",24,"G",129,"G",649,6,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","A","D",0,"D",0,"D",0,6,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA",,"G",130,"G",1233,"G",6600,28,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA",,"G",4527,"G",34523,"G",147731,360,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA",,"G",5,"G",39,"G",301,6,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA","C","S",0,"G",652,"G",3088,27,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA",,"G",87,"G",665,"G",3080,32,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA",,"G",100,"G",787,"G",4341,20,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA",,"G",11,"G",106,"G",523,4,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA",,"G",900,"H",9258,"H",41431,109,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA",,"G",252,"G",1365,"G",5035,36,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA","B","S",0,"H",494,"G",2978,23,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA",,"G",779,"G",6577,"H",33854,13,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA",,"G",893,"G",7125,"G",33533,78,"STOCKBRIDGE","MA","BERKSHIRE"
"01264","TYRINGHAM, MA","A","D",0,"D",0,"D",0,2,"TYRINGHAM","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA",,"G",177,"G",1172,"G",6498,56,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA",,"G",4137,"G",32242,"G",152859,223,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA",,"G",26,"G",212,"G",919,12,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA",,"G",7797,"G",58905,"G",254230,567,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA",,"G",424,"G",4783,"G",21143,27,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA",,"G",143,"G",731,"G",3619,33,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA",,"H",3082,"H",22903,"H",101586,211,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA",,"G",247,"G",1355,"G",7605,51,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA",,"H",129,"H",556,"H",2747,12,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA",,"H",275,"H",1267,"G",5009,32,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA",,"G",108,"H",871,"H",3656,18,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA",,"G",112,"G",734,"H",3675,28,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA",,"G",720,"G",6600,"G",29903,27,"DEERFIELD","MA","FRANKLIN"
"01343","DRURY, MA","A","D",0,"D",0,"D",0,1,"DRURY","MA","BERKSHIRE"
"01344","ERVING, MA","C","D",0,"D",0,"D",0,15,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA",,"G",13,"G",50,"G",205,4,"HEATH","MA","FRANKLIN"
"01347","LAKE PLEASANT, MA","A","D",0,"D",0,"D",0,1,"LAKE PLEASANT","MA","FRANKLIN"
"01349","MILLERS FALLS, MA",,"G",34,"G",208,"G",771,9,"MILLERS FALLS","MA","FRANKLIN"
"01350","MONROE BRIDGE, MA","A","D",0,"D",0,"D",0,2,"MONROE BRIDGE","MA","FRANKLIN"
"01351","MONTAGUE, MA",,"G",132,"G",826,"G",3702,32,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA",,"G",115,"G",564,"G",2681,22,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA",,"H",67,"H",345,"H",1927,17,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA",,"H",635,"G",6652,"G",28528,45,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA",,"G",1264,"H",8685,"H",40732,131,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA",,"G",104,"G",382,"G",1968,29,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA",,"G",95,"G",948,"G",4124,9,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","B","D",0,"D",0,"D",0,9,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA",,"G",681,"G",3501,"G",16406,117,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA",,"G",2772,"G",32380,"G",123298,143,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA",,"G",498,"G",5152,"G",28277,46,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA",,"G",1706,"G",14917,"G",64942,110,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","A","D",0,"D",0,"D",0,3,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA",,"G",22,"G",45,"G",196,10,"WENDELL","MA","FRANKLIN"
"01380","WENDELL DEPOT, MA","B","D",0,"D",0,"D",0,2,"WENDELL DEPOT","MA","FRANKLIN"
"01420","FITCHBURG, MA",,"G",9734,"G",70863,"G",313911,793,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA",,"G",755,"H",5444,"H",22958,93,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA",,"G",132,"G",865,"G",4405,46,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA",,"G",5440,"G",53986,"G",228987,242,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA",,"G",2290,"G",40321,"G",171339,61,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","F","D",0,"D",0,"D",0,31,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","C","D",0,"D",0,"D",0,21,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA",,"G",6282,"G",46439,"G",210171,416,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","F","D",0,"D",0,"D",0,3,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA",,"G",1603,"G",12121,"G",54778,204,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA",,"H",637,"G",7117,"G",34793,151,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA",,"G",329,"G",1899,"G",8199,45,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA",,"G",16919,"G",134096,"G",587374,1101,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA",,"G",4165,"G",58472,"G",251944,311,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA",,"G",1666,"G",12181,"G",60167,194,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA",,"G",1102,"G",8440,"G",41521,206,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA",,"H",982,"H",10051,"H",45027,108,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA","A","S",0,"G",131,"G",653,9,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA",,"H",223,"G",1805,"G",8647,48,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA",,"G",1235,"G",11530,"G",47088,127,"TOWNSEND","MA","MIDDLESEX"
"01470","GROTON, MA","A","D",0,"D",0,"D",0,1,"GROTON","MA","MIDDLESEX"
"01471","GROTON, MA","F","D",0,"D",0,"D",0,5,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA",,"G",329,"G",2984,"G",12098,10,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA",,"G",1351,"G",12797,"G",59477,152,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA",,"G",220,"H",1206,"H",5265,27,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA",,"G",1125,"G",6587,"G",28869,149,"WINCHENDON","MA","WORCESTER"
"01477","WINCHENDON SPRINGS, MA","B","D",0,"D",0,"D",0,2,"WINCHENDON SPRINGS","MA","WORCESTER"
"01501","AUBURN, MA",,"G",10153,"G",84496,"G",373500,562,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA",,"H",293,"G",2024,"G",10212,78,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA",,"G",759,"H",5177,"H",22133,126,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA",,"G",1060,"G",10293,"G",49964,120,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA",,"H",341,"G",1854,"G",8076,47,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA",,"G",2644,"G",25833,"G",116680,218,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA",,"H",387,"G",1296,"G",6303,33,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA",,"G",3,"H",22,"G",318,3,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA",,"G",3904,"G",33558,"G",144098,270,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA",,"H",263,"H",1444,"H",6943,44,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA",,"G",542,"G",3762,"G",17818,117,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA",,"G",468,"G",3203,"G",17014,63,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","G","D",0,"D",0,"D",0,95,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA",,"G",2645,"G",22225,"G",97438,271,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA",,"G",107,"G",607,"G",2665,20,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA","C","S",0,"G",602,"G",3433,34,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA",,"G",1738,"G",17475,"G",69966,111,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA",,"G",1502,"G",11546,"G",57613,103,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA",,"G",266,"G",2459,"G",10913,25,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA",,"G",74,"G",612,"G",2560,15,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA",,"G",4233,"G",29586,"G",133778,278,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA",,"H",81,"G",436,"G",2052,36,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA",,"H",31,"S",0,"G",859,19,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA",,"G",5904,"G",64799,"G",265954,445,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA",,"G",656,"G",4732,"G",22935,59,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA",,"G",778,"G",6635,"G",29577,75,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA",,"G",1696,"H",17423,"H",84045,149,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA",,"G",680,"G",5548,"G",24368,58,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA",,"H",95,"H",595,"H",2605,17,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA",,"G",3113,"H",25859,"H",121829,231,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA",,"G",990,"G",3959,"G",17167,75,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA",,"G",454,"G",4179,"G",16943,34,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA",,"H",804,"G",5739,"G",26055,119,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA",,"G",10174,"G",87192,"G",374595,783,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA",,"G",4820,"G",44753,"G",184060,364,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA",,"G",270,"H",2293,"H",11737,55,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA",,"G",900,"G",5873,"G",25501,34,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA",,"H",2639,"H",24377,"H",103726,225,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA",,"G",2171,"G",21068,"G",87164,184,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA",,"G",3425,"G",22108,"G",98816,235,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA",,"G",773,"G",5285,"G",27564,156,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA",,"G",2463,"G",21210,"G",104205,248,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA",,"G",6002,"H",70437,"H",240883,355,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA",,"G",2175,"G",17782,"G",75441,160,"DUDLEY","MA","WORCESTER"
"01580","WESTBOROUGH, MA",,"G",484,"G",2011,"G",46855,9,"WESTBOROUGH","MA","WORCESTER"
"01581","WESTBOROUGH, MA",,"G",19560,"G",249668,"G",1060358,887,"WESTBOROUGH","MA","WORCESTER"
"01582","WESTBOROUGH, MA","G","D",0,"D",0,"D",0,5,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA",,"G",2370,"G",18614,"G",82080,240,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA",,"G",728,"G",5341,"G",23501,87,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA",,"H",2846,"G",21652,"G",92590,203,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA",,"G",1711,"G",15006,"G",69166,161,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA",,"G",271,"G",2301,"G",10045,14,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA",,"G",2714,"G",18002,"G",82269,280,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA",,"G",6779,"G",46680,"G",197631,383,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA",,"G",10300,"H",88927,"H",387618,675,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA",,"H",24756,"H",344202,"H",1449231,565,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA",,"G",8985,"G",98434,"G",443108,441,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA",,"G",2588,"G",18667,"G",82012,133,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA",,"G",10341,"G",147078,"G",592703,558,"WORCESTER","MA","WORCESTER"
