"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"00501","HOLTSVILLE, NY","B","D",0,"D",0,"D",0,4,"HOLTSVILLE","NY","SUFFOLK"
"01001","AGAWAM, MA",,"G",9110,"G",88574,"G",364418,458,"AGAWAM","MA","HAMPDEN"
"01002","AMHERST, MA",,"H",17513,"G",99432,"G",421772,560,"AMHERST","MA","HAMPSHIRE"
"01003","AMHERST, MA",,"G",227,"H",1911,"H",8026,18,"AMHERST","MA","HAMPSHIRE"
"01004","AMHERST, MA","C","S",0,"S",0,"H",4921,13,"AMHERST","MA","HAMPSHIRE"
"01005","BARRE, MA",,"G",908,"G",7512,"G",30504,97,"BARRE","MA","WORCESTER"
"01007","BELCHERTOWN, MA",,"G",1849,"G",12872,"G",57652,226,"BELCHERTOWN","MA","HAMPSHIRE"
"01008","BLANDFORD, MA",,"G",271,"G",881,"G",2883,18,"BLANDFORD","MA","HAMPDEN"
"01009","BONDSVILLE, MA",,"H",146,"H",1381,"H",6967,17,"BONDSVILLE","MA","HAMPDEN"
"01010","BRIMFIELD, MA",,"H",306,"H",3244,"H",13945,74,"BRIMFIELD","MA","HAMPDEN"
"01011","CHESTER, MA",,"H",37,"G",267,"G",1406,15,"CHESTER","MA","HAMPDEN"
"01012","CHESTERFIELD, MA","B","S",0,"S",0,"H",1014,11,"CHESTERFIELD","MA","HAMPSHIRE"
"01013","CHICOPEE, MA",,"G",4125,"H",33971,"H",142769,316,"CHICOPEE","MA","HAMPDEN"
"01014","CHICOPEE, MA","A","D",0,"D",0,"D",0,1,"CHICOPEE","MA","HAMPDEN"
"01020","CHICOPEE, MA",,"G",8515,"G",75014,"G",323153,555,"CHICOPEE","MA","HAMPDEN"
"01021","CHICOPEE, MA",,"G",208,"G",1251,"G",5481,9,"CHICOPEE","MA","HAMPDEN"
"01022","CHICOPEE, MA",,"G",2643,"G",32914,"G",114434,62,"CHICOPEE","MA","HAMPDEN"
"01026","CUMMINGTON, MA",,"H",61,"H",335,"H",2124,18,"CUMMINGTON","MA","HAMPSHIRE"
"01027","EASTHAMPTON, MA",,"G",4083,"G",34123,"G",142906,386,"EASTHAMPTON","MA","HAMPSHIRE"
"01028","EAST LONGMEADOW, MA",,"G",7230,"G",73659,"G",290702,505,"EAST LONGMEADOW","MA","HAMPDEN"
"01029","EAST OTIS, MA","C","D",0,"D",0,"D",0,14,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA",,"H",1169,"G",7861,"G",36997,206,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA",,"H",68,"G",246,"G",1118,19,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA",,"G",98,"G",783,"G",3950,21,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA",,"G",717,"G",5226,"G",23596,132,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA","C","D",0,"D",0,"D",0,30,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA",,"G",4938,"G",35158,"G",145845,310,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA",,"G",843,"G",6617,"G",32288,118,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA","E","D",0,"D",0,"D",0,15,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA",,"H",1313,"H",13294,"H",61179,64,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA",,"H",248,"H",2197,"H",9088,28,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA",,"G",17326,"G",173651,"G",701550,894,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA",,"G",929,"G",6578,"G",28550,32,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA","C","S",0,"H",1152,"H",4558,33,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA",,"H",1386,"H",25234,"H",101709,31,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA","C","S",0,"H",884,"H",3983,35,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA",,"G",3928,"G",36058,"G",174774,423,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA",,"H",747,"H",6783,"H",30595,140,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA",,"H",109,"H",807,"H",3540,10,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA",,"G",11897,"G",112163,"G",473878,769,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA",,"H",177,"G",1264,"G",5711,21,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA",,"G",1683,"G",13989,"G",60895,185,"FLORENCE","MA","HAMPSHIRE"
"01063","NORTHAMPTON, MA","H","D",0,"D",0,"D",0,5,"NORTHAMPTON","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","B","D",0,"D",0,"D",0,8,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA",,"G",72,"G",619,"G",3246,29,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA",,"G",3451,"G",33274,"G",152022,268,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA","B","D",0,"D",0,"D",0,8,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA","B","S",0,"G",353,"G",2045,22,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA",,"H",49,"H",206,"G",1399,18,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA",,"H",954,"H",6933,"H",31757,113,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA","B","D",0,"D",0,"D",0,10,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA",,"H",4639,"H",34428,"H",145808,300,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA",,"G",2042,"G",19935,"G",86787,217,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA",,"G",64,"G",551,"G",1958,11,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA",,"H",323,"H",2434,"G",10199,43,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA",,"H",52,"G",293,"G",1358,14,"WALES","MA","HAMPDEN"
"01082","WARE, MA",,"H",2330,"H",21919,"H",86466,165,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA",,"H",238,"H",2625,"H",11095,34,"WARREN","MA","WORCESTER"
"01084","WEST CHESTERFIELD, MA","A","D",0,"D",0,"D",0,4,"WEST CHESTERFIELD","MA","HAMPSHIRE"
"01085","WESTFIELD, MA",,"H",13684,"H",130798,"G",543957,859,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA","F","S",0,"H",5612,"H",23848,16,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA",,"G",325,"G",2793,"G",11955,31,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA",,"G",15247,"G",142009,"G",588204,960,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA",,"H",95,"G",1327,"G",5879,14,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA",,"H",79,"S",0,"H",2740,21,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA",,"H",764,"H",8435,"H",34714,33,"WHATELY","MA","FRANKLIN"
"01094","WHEELWRIGHT, MA","A","D",0,"D",0,"D",0,2,"WHEELWRIGHT","MA","WORCESTER"
"01095","WILBRAHAM, MA",,"H",4115,"H",35998,"H",150057,290,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA",,"G",388,"H",2965,"G",13324,51,"WILLIAMSBURG","MA","HAMPSHIRE"
"01098","WORTHINGTON, MA",,"G",131,"G",1426,"G",4079,26,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA",,"H",812,"G",7220,"G",28075,23,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA","H","S",0,"H",47492,"H",215457,19,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA",,"G",6434,"G",62799,"G",280622,487,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA",,"G",13661,"H",174248,"H",768902,525,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA",,"G",5815,"G",50775,"G",212502,266,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA",,"H",3959,"H",30332,"H",135266,288,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA",,"G",2372,"G",32985,"G",155771,144,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA",,"G",2422,"G",15712,"G",66568,264,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA",,"H",8274,"G",55615,"G",232747,284,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","H","D",0,"D",0,"D",0,14,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA","F","D",0,"D",0,"D",0,48,"SPRINGFIELD","MA","HAMPDEN"
"01116","LONGMEADOW, MA","B","S",0,"S",0,"H",589,3,"LONGMEADOW","MA","HAMPDEN"
"01118","SPRINGFIELD, MA",,"G",1477,"G",11770,"G",50967,131,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA",,"H",3878,"H",22277,"H",94683,149,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA",,"G",855,"G",4500,"G",17896,52,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA",,"G",2615,"G",16899,"G",64396,164,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA",,"H",24,"G",100,"H",720,7,"SPRINGFIELD","MA","HAMPDEN"
"01139","SPRINGFIELD, MA","C","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA",,"H",1194,"H",24665,"H",98843,49,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA",,"G",1725,"G",27459,"G",110963,144,"INDIAN ORCHARD","MA","HAMPDEN"
"01152","SPRINGFIELD, MA","A","D",0,"D",0,"D",0,1,"SPRINGFIELD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","I","D",0,"D",0,"D",0,4,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA",,"G",22018,"G",273735,"G",1094050,1288,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA",,"H",462,"S",0,"H",24494,28,"PITTSFIELD","MA","BERKSHIRE"
"01203","PITTSFIELD, MA","A","D",0,"D",0,"D",0,1,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA",,"G",1554,"G",13884,"G",58627,155,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA",,"H",50,"G",318,"G",1423,13,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA",,"H",262,"H",2061,"H",12017,42,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA","A","D",0,"D",0,"D",0,3,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA",,"H",367,"H",2967,"H",14579,51,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA",,"H",1372,"H",16907,"H",66952,113,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA","B","S",0,"H",320,"H",1906,6,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA","A","S",0,"S",0,"H",483,3,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA",,"G",5000,"G",39812,"G",173006,414,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA","C","S",0,"H",1275,"H",7375,46,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA",,"H",368,"H",3003,"H",13230,40,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBOROUGH, MA",,"G",1763,"G",9141,"G",35713,138,"LANESBOROUGH","MA","BERKSHIRE"
"01238","LEE, MA",,"G",3287,"G",22486,"G",98853,280,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA",,"G",3537,"G",24385,"G",111994,243,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA",,"H",125,"H",895,"H",4163,17,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA","B","D",0,"D",0,"D",0,5,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","B","D",0,"D",0,"D",0,5,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA","C","D",0,"D",0,"D",0,22,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA",,"G",4449,"G",38709,"G",137193,339,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA","A","D",0,"D",0,"D",0,5,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA","C","S",0,"G",647,"G",2725,30,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA","B","S",0,"G",413,"G",2473,34,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA","C","S",0,"H",922,"H",4173,20,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA","A","S",0,"H",138,"H",688,6,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA",,"G",1037,"H",10609,"H",47608,112,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA",,"G",484,"H",1786,"G",6737,39,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA",,"G",89,"G",699,"G",3324,24,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA",,"H",494,"G",6261,"G",23617,14,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA",,"H",1443,"G",11613,"G",51338,79,"STOCKBRIDGE","MA","BERKSHIRE"
"01264","TYRINGHAM, MA","A","D",0,"D",0,"D",0,1,"TYRINGHAM","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA",,"G",138,"G",1003,"G",5517,44,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA",,"G",3453,"H",39990,"G",171438,220,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA","A","S",0,"H",169,"H",870,7,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA",,"G",7654,"G",64348,"G",265548,562,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA","E","D",0,"D",0,"D",0,22,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA",,"H",153,"G",956,"G",4741,32,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA",,"H",2956,"H",25943,"H",110016,201,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA",,"H",389,"G",2621,"G",12318,42,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA",,"H",172,"H",605,"H",2646,16,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA","E","S",0,"G",1242,"G",4910,28,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA",,"H",104,"S",0,"H",4290,15,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA",,"H",109,"H",832,"H",3989,25,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA",,"H",875,"H",8107,"H",33513,26,"DEERFIELD","MA","FRANKLIN"
"01343","DRURY, MA","A","D",0,"D",0,"D",0,1,"DRURY","MA","BERKSHIRE"
"01344","ERVING, MA",,"H",226,"H",2110,"H",9665,19,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA","A","S",0,"H",62,"H",240,5,"HEATH","MA","FRANKLIN"
"01347","LAKE PLEASANT, MA","A","D",0,"D",0,"D",0,1,"LAKE PLEASANT","MA","FRANKLIN"
"01349","MILLERS FALLS, MA","B","S",0,"S",0,"H",435,8,"MILLERS FALLS","MA","FRANKLIN"
"01350","MONROE BRIDGE, MA","B","D",0,"D",0,"D",0,3,"MONROE BRIDGE","MA","FRANKLIN"
"01351","MONTAGUE, MA",,"H",111,"H",771,"G",3681,31,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA",,"H",252,"H",1245,"H",5963,22,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA","B","D",0,"D",0,"D",0,19,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA",,"H",737,"G",8686,"G",32034,51,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA",,"G",1351,"G",11811,"G",47107,128,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA",,"H",59,"H",288,"H",1377,27,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA",,"G",70,"H",1366,"H",4906,7,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","B","S",0,"H",197,"H",907,12,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA",,"G",582,"G",3683,"G",15870,125,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA",,"H",2915,"H",38793,"H",150454,139,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA",,"G",484,"H",5693,"H",31581,49,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA",,"G",1617,"G",15133,"G",63634,99,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","A","S",0,"H",37,"G",248,4,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA","B","S",0,"G",61,"G",358,10,"WENDELL","MA","FRANKLIN"
"01380","WENDELL DEPOT, MA","A","D",0,"D",0,"D",0,2,"WENDELL DEPOT","MA","FRANKLIN"
"01420","FITCHBURG, MA",,"G",9935,"G",83930,"G",351038,744,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA",,"G",680,"H",5363,"H",23255,95,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA",,"H",156,"H",1163,"G",5789,56,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA",,"G",4187,"H",51836,"H",218030,236,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA",,"H",2538,"H",43730,"H",185096,73,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","E","D",0,"D",0,"D",0,30,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","C","D",0,"D",0,"D",0,18,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA",,"G",6607,"G",55854,"G",242397,398,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","G","D",0,"D",0,"D",0,11,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA",,"G",1942,"G",17564,"G",75800,207,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA",,"H",640,"G",8865,"G",38387,142,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA",,"H",262,"G",2007,"G",8834,54,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA",,"G",17083,"G",149778,"G",645393,1100,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA",,"G",5008,"G",86102,"G",365121,304,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA",,"G",1755,"G",15508,"G",71843,195,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA",,"G",1238,"G",11075,"G",50399,201,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA",,"G",1283,"H",14418,"H",63795,114,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA",,"H",27,"G",208,"H",980,9,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA",,"G",271,"G",2292,"G",10093,54,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA",,"G",1322,"G",10441,"G",45279,130,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","E","D",0,"D",0,"D",0,4,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA",,"H",342,"H",3766,"H",15622,11,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA",,"G",1498,"H",17428,"H",78027,151,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA","C","S",0,"G",774,"G",3558,23,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA",,"G",1213,"G",8199,"G",35349,147,"WINCHENDON","MA","WORCESTER"
"01477","WINCHENDON SPRINGS, MA","A","D",0,"D",0,"D",0,1,"WINCHENDON SPRINGS","MA","WORCESTER"
"01501","AUBURN, MA",,"G",10653,"G",108023,"G",457073,587,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA",,"H",342,"G",2720,"G",14222,77,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA",,"G",748,"G",5981,"G",26039,130,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA",,"G",1283,"G",13809,"G",62305,123,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA",,"G",213,"G",1189,"G",5148,47,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA",,"G",2196,"G",22213,"G",96357,224,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA",,"H",369,"G",1438,"G",7007,23,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA","A","D",0,"D",0,"D",0,4,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA",,"G",3541,"H",39830,"H",178304,252,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA","E","D",0,"D",0,"D",0,45,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA",,"G",703,"G",5894,"G",27450,125,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA",,"G",469,"G",3824,"G",17814,61,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","G","D",0,"D",0,"D",0,96,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA",,"G",2701,"G",24032,"G",106389,274,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA",,"G",69,"G",518,"G",1999,22,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA",,"H",86,"G",545,"G",3218,31,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA",,"G",1733,"H",18020,"H",72293,114,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA",,"G",1358,"G",8763,"G",37768,107,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA",,"G",228,"G",2112,"G",9057,23,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA",,"H",44,"G",343,"G",1715,9,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA",,"G",4528,"G",37694,"G",161380,282,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA",,"G",85,"G",670,"G",2793,30,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA","B","S",0,"S",0,"H",1109,19,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA",,"G",8283,"G",87984,"G",352464,485,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA",,"G",749,"G",6661,"G",28239,58,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA",,"H",681,"H",6543,"H",26824,70,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA",,"H",1741,"H",22422,"H",93318,146,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA",,"G",801,"G",7740,"G",34920,64,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA","C","D",0,"D",0,"D",0,16,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA",,"H",3908,"H",49992,"H",191557,220,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA",,"H",949,"H",4066,"H",18667,72,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA",,"H",546,"H",6419,"H",35153,29,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA",,"H",901,"H",7184,"H",31784,118,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA",,"G",10705,"G",108951,"G",446753,775,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA",,"G",4762,"G",47547,"G",195472,332,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA",,"H",336,"H",3218,"H",14666,62,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA",,"H",563,"G",5830,"G",22618,27,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA",,"H",2735,"H",28062,"H",117510,228,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA",,"G",2224,"G",20543,"G",90462,191,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA",,"G",3547,"G",24920,"G",109342,236,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA",,"G",703,"G",5811,"G",26249,154,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA",,"G",3421,"G",32887,"G",142971,265,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA",,"G",6254,"H",62502,"H",252695,372,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA",,"G",2305,"G",22180,"G",93929,154,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA",,"G",22815,"G",374196,"G",1529427,940,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA",,"G",2500,"G",22144,"G",95972,236,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA",,"G",755,"G",6390,"G",27729,89,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA",,"G",3063,"G",27458,"G",111570,210,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA",,"G",1669,"G",17418,"G",80686,145,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA","E","D",0,"D",0,"D",0,7,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA",,"G",2633,"H",20548,"H",86425,293,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA",,"G",6567,"G",60067,"G",236790,386,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA",,"G",9095,"G",77589,"G",327308,690,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA",,"H",22856,"H",360322,"H",1436476,587,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA",,"G",9985,"G",108848,"G",444469,434,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA",,"G",2576,"G",22596,"G",99995,143,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA",,"G",13579,"G",203573,"G",806692,518,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA",,"H",10911,"G",88042,"G",383045,515,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA",,"G",9297,"G",74737,"G",316888,343,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA",,"H",265,"G",1790,"G",8424,33,"CHERRY VALLEY","MA","WORCESTER"
